Crop_Type,Temperature_C,Rainfall_mm,Irrigation_mm,N_Fertilizer,P_Fertilizer,K_Fertilizer,Yield_kg_per_ha
Maize,21.08,944.22,0.0,88.54,33.19,46.4,2929.34
Soybean,21.55,1249.01,350.4,133.29,35.49,37.79,133.59
Wheat,20.42,651.51,259.07,49.78,49.11,36.09,1193.36
Rice,20.84,650.73,445.53,138.16,24.14,68.18,3003.65
Soybean,24.66,1144.9,135.24,84.57,58.31,50.98,118.87
Rice,21.42,888.97,207.13,95.01,63.73,29.4,2789.89
Rice,28.41,1180.3,74.02,75.95,20.22,31.51,2121.99
Rice,32.44,886.62,149.36,149.29,30.18,29.95,2297.28
Maize,22.1,452.87,122.7,160.29,29.36,57.49,3812.97
Maize,26.2,400.06,449.4,120.94,92.65,33.84,3912.1
Wheat,27.5,334.55,195.26,85.42,31.4,4.14,2365.51
Wheat,27.36,998.62,318.63,183.58,73.55,39.03,338.77
Soybean,25.38,1156.58,242.89,89.98,14.67,9.26,106.38
Wheat,28.71,1354.81,109.58,33.52,20.21,83.68,256.68
Rice,27.41,1052.93,274.75,138.34,26.27,20.69,2990.05
Rice,18.81,1148.85,389.87,75.81,23.09,36.76,2068.12
Maize,29.35,626.0,118.84,159.54,34.64,45.16,4646.38
Rice,29.44,453.08,421.37,104.75,25.82,34.23,2290.16
Soybean,21.18,1055.02,172.54,144.15,23.61,34.2,141.3
Rice,25.19,925.3,227.55,176.06,63.17,48.44,2915.39
Rice,28.42,832.23,379.6,71.65,64.48,70.52,1789.65
Soybean,23.95,916.21,200.48,97.36,58.99,55.35,117.85
Wheat,30.36,896.96,305.64,116.97,50.48,69.57,547.63
Wheat,36.82,1185.15,252.8,181.5,41.85,19.07,357.29
Soybean,21.07,1188.5,319.41,93.66,30.06,46.35,102.3
Maize,18.09,963.27,0.0,96.22,20.94,43.1,2962.53
Rice,26.52,1053.74,25.55,139.13,47.26,47.02,2701.01
Soybean,28.61,954.22,392.4,96.91,16.53,67.52,125.9
Rice,23.85,661.65,455.58,126.1,20.12,35.58,3136.07
Maize,32.27,1026.97,163.43,57.94,63.06,31.89,1486.03
Rice,18.31,381.65,263.4,208.57,78.01,50.68,1862.12
Soybean,28.46,1116.17,344.21,66.09,47.87,4.44,192.01
Rice,21.97,441.64,403.98,107.13,62.13,35.26,2301.42
Wheat,33.6,885.74,0.0,118.7,35.08,37.32,1723.62
Maize,34.96,546.45,167.09,196.51,13.25,21.59,3458.31
Maize,21.17,966.02,250.11,67.01,52.24,61.14,1843.32
Maize,22.25,789.82,405.47,199.35,51.39,18.76,3081.25
Soybean,29.3,321.57,674.76,150.29,41.43,37.28,111.79
Maize,23.06,926.21,265.8,136.68,35.15,45.86,2866.93
Wheat,24.77,626.62,88.95,80.61,59.24,67.07,2480.86
Soybean,25.13,1064.34,360.34,142.85,20.29,39.79,108.31
Wheat,15.4,800.4,498.15,91.06,24.52,58.72,379.39
Rice,24.93,918.63,316.2,170.67,19.84,54.01,3075.18
Rice,21.55,512.73,164.0,81.16,41.7,42.47,1903.32
Rice,22.53,623.2,443.7,115.47,18.24,18.21,2608.79
Rice,32.22,662.41,399.53,97.79,26.32,11.31,2776.33
Wheat,18.72,1057.01,146.09,80.5,25.88,42.13,484.2
Soybean,29.07,1303.21,357.21,149.65,34.79,29.15,93.5
Soybean,23.61,558.45,449.59,141.42,10.25,58.39,112.17
Maize,23.6,1123.05,477.28,168.36,41.74,54.92,981.33
Wheat,28.95,149.1,290.03,48.8,64.95,36.31,1605.5
Rice,26.7,441.74,246.29,162.57,42.71,16.85,2601.7
Wheat,27.85,512.37,484.09,220.22,70.83,50.21,629.47
Maize,29.84,394.25,118.48,101.93,66.68,19.64,2840.91
Maize,23.34,324.92,365.79,195.81,55.55,24.83,4205.76
Wheat,21.94,923.9,94.5,109.47,41.49,20.41,1366.15
Wheat,19.57,735.78,459.81,65.1,40.45,37.23,418.49
Wheat,20.87,913.82,261.29,107.77,55.28,63.4,478.96
Soybean,39.75,1007.14,490.29,161.93,32.17,39.9,122.06
Rice,31.22,879.69,373.71,86.47,2.35,31.14,2319.14
Wheat,18.24,997.33,116.52,95.99,49.84,9.49,640.98
Wheat,18.39,779.14,513.69,143.74,17.38,51.04,424.58
Wheat,27.41,443.9,532.69,120.12,20.76,24.39,1395.35
Maize,27.74,1117.34,432.34,143.38,40.0,42.35,745.6
Maize,27.74,623.27,185.76,129.51,38.1,32.92,3340.25
Soybean,23.73,519.32,254.1,139.19,11.76,56.76,399.34
Rice,24.37,746.62,321.81,102.71,43.31,36.86,2629.39
Soybean,26.64,526.16,194.44,129.27,59.32,38.82,502.64
Rice,25.43,674.77,553.85,82.91,17.43,49.71,2634.75
Maize,13.9,903.22,321.65,171.54,65.45,82.14,2732.63
Maize,23.85,904.5,0.0,94.63,8.8,57.77,3465.22
Maize,20.74,530.65,350.9,165.15,82.35,38.23,4300.84
Soybean,25.88,653.69,247.78,110.66,31.77,40.06,223.93
Wheat,39.93,1122.3,288.76,128.08,42.91,29.5,505.42
Wheat,26.84,948.92,244.71,100.2,2.16,21.0,502.14
Maize,23.43,1422.52,421.06,79.36,38.76,28.94,618.28
Wheat,29.61,1154.04,467.95,50.21,44.57,24.56,374.49
Wheat,27.41,1143.29,342.46,77.79,38.28,53.07,497.77
Soybean,27.1,383.64,249.1,107.04,28.74,18.58,560.02
Rice,28.03,1029.16,293.8,128.48,21.07,66.66,3069.58
Maize,35.28,784.07,302.94,160.42,62.61,55.04,3907.13
Maize,19.35,634.71,179.64,102.17,40.62,40.41,3056.06
Soybean,27.37,850.4,386.84,84.72,70.82,40.01,116.18
Soybean,20.37,1083.56,369.01,62.29,29.47,28.85,211.66
Wheat,27.78,950.25,531.07,139.2,31.3,45.4,531.25
Maize,20.41,536.46,488.3,175.33,56.31,61.76,4018.76
Rice,22.91,1022.74,197.15,170.65,7.54,25.94,2875.12
Soybean,23.52,608.72,423.04,148.4,15.73,9.33,101.9
Rice,29.88,865.0,157.36,145.54,61.95,54.06,3003.88
Rice,29.59,708.99,404.39,187.9,16.56,46.49,2539.52
Maize,18.77,734.34,222.51,133.28,3.62,17.6,3055.13
Maize,25.27,1029.87,146.51,145.85,77.37,25.33,2624.06
Soybean,21.45,487.94,342.01,107.17,12.12,22.82,349.78
Maize,18.71,1383.56,0.0,65.52,43.68,25.51,1275.71
Maize,23.91,253.67,37.35,92.65,41.38,33.53,1833.46
Maize,23.46,620.7,273.38,119.63,0.0,34.67,3580.02
Rice,37.13,911.06,312.37,122.43,34.65,26.98,3241.8
Soybean,27.16,975.29,244.6,197.05,48.97,24.84,101.47
Wheat,18.11,769.86,63.08,123.25,47.09,35.42,2232.01
Rice,22.18,782.78,177.32,167.15,58.07,43.35,2839.64
Maize,30.11,923.17,358.68,102.6,32.25,33.67,2200.66
Rice,35.44,730.68,387.27,107.53,54.25,63.17,2616.85
Maize,17.07,1217.95,297.57,66.84,26.21,50.16,447.55
Maize,15.6,1051.8,473.53,90.31,11.79,8.18,612.03
Rice,34.35,1061.85,359.61,141.08,14.05,50.47,3363.95
Soybean,26.95,510.15,187.88,120.3,10.76,52.11,549.43
Maize,20.66,776.18,257.92,157.72,60.19,31.31,3419.16
Soybean,27.67,709.86,89.57,127.25,9.71,10.1,333.22
Wheat,11.82,498.32,283.78,105.9,45.48,40.16,1862.31
Maize,25.02,908.05,466.82,205.93,34.68,39.85,2144.24
Soybean,26.64,638.71,402.79,116.24,37.95,17.57,108.54
Soybean,29.62,996.62,510.3,166.52,67.27,10.98,116.09
Wheat,19.93,478.94,254.57,103.95,31.23,38.25,2642.84
Soybean,25.43,1315.71,501.91,148.38,52.23,35.34,100.63
Soybean,20.37,531.1,271.0,157.12,40.75,31.65,437.81
Wheat,26.28,865.79,520.74,128.34,36.96,38.33,485.0
Maize,20.52,1037.56,296.72,25.82,86.0,17.94,784.56
Soybean,22.96,628.81,406.08,120.73,11.17,31.3,117.03
Soybean,20.02,1055.74,521.27,169.22,65.78,50.67,111.33
Soybean,28.26,431.24,270.99,141.1,53.13,33.0,523.97
Rice,29.29,1235.64,332.76,137.83,30.41,6.56,2524.65
Wheat,23.83,804.24,493.33,51.11,72.59,30.55,273.33
Rice,25.19,621.08,280.05,91.18,3.04,18.6,2334.31
Wheat,17.76,710.25,101.87,136.45,29.56,45.34,1855.84
Maize,23.5,1042.68,621.45,136.42,15.83,46.38,769.01
Maize,24.75,624.66,229.54,168.59,48.24,6.82,3495.02
Soybean,38.1,575.19,323.81,114.21,17.74,55.18,207.27
Wheat,19.44,733.54,473.4,136.23,48.66,17.76,499.97
Maize,32.32,446.91,208.73,120.65,36.27,71.18,3380.37
Wheat,29.98,1346.16,148.82,80.52,30.41,39.02,457.97
Maize,26.4,630.08,338.06,29.77,47.77,15.07,1633.36
Rice,33.79,1049.49,31.04,137.24,34.63,17.16,2607.57
Maize,26.86,862.84,256.81,126.96,18.23,46.96,3052.92
Rice,26.95,504.64,336.76,95.27,96.03,32.17,1583.05
Maize,24.73,798.21,259.51,55.23,30.26,38.07,1928.01
Soybean,31.12,1035.2,68.48,145.19,0.0,72.26,116.39
Rice,30.48,743.52,539.13,109.36,23.16,26.02,2497.16
Maize,21.87,1157.93,315.53,142.27,14.65,41.2,1149.85
Soybean,18.4,1106.45,514.67,194.56,56.52,68.4,134.07
Rice,23.99,1075.67,260.99,34.34,46.43,45.41,1165.65
Soybean,21.0,662.1,168.0,92.02,47.97,7.87,306.5
Wheat,24.68,476.05,340.38,111.62,32.6,50.11,2200.02
Wheat,31.19,615.92,267.63,178.19,34.41,16.74,1293.2
Rice,22.71,858.87,123.34,54.54,32.58,68.14,1626.77
Maize,24.79,963.74,520.47,197.43,38.38,23.54,1194.28
Rice,25.29,148.53,206.66,125.43,56.71,99.39,1482.22
Soybean,29.24,797.57,23.96,116.16,46.72,69.35,285.75
Maize,13.77,847.43,499.22,112.08,50.0,24.07,1502.83
Wheat,21.97,716.74,224.36,102.55,49.99,40.4,1683.72
Maize,26.06,1187.38,208.83,161.92,57.69,55.07,1912.44
Wheat,31.0,926.53,35.19,77.26,45.76,55.67,1167.49
Maize,22.54,1193.06,561.14,133.82,47.18,48.85,781.55
Maize,15.62,735.21,106.58,104.63,63.78,65.04,3736.12
Maize,28.1,1081.24,308.77,89.51,26.7,37.54,1626.7
Soybean,21.82,1290.52,436.89,223.44,22.89,32.67,123.97
Soybean,19.05,1193.51,363.26,136.76,16.28,33.06,126.08
Rice,21.88,472.36,291.05,144.53,43.66,57.17,2044.96
Rice,24.08,723.9,44.75,165.51,2.93,47.3,3127.54
Wheat,21.98,696.45,178.54,63.15,49.24,45.83,1450.3
Soybean,13.97,946.78,328.17,190.09,37.82,55.9,108.8
Wheat,29.49,1005.91,181.92,19.64,62.69,0.0,194.9
Rice,31.37,548.33,330.5,89.25,26.56,46.2,2687.18
Wheat,28.26,820.35,402.26,101.64,35.93,44.37,596.35
Rice,19.31,194.02,444.38,143.27,62.44,73.38,2367.59
Soybean,23.99,1232.58,116.07,128.75,67.66,9.43,131.98
Maize,24.97,646.29,629.5,113.33,26.4,71.14,2244.06
Soybean,27.99,816.76,415.12,119.52,43.64,41.51,107.55
Wheat,28.34,707.11,299.74,80.88,45.89,49.78,1387.94
Wheat,21.33,1143.81,463.43,60.11,47.47,73.52,354.02
Soybean,25.41,0.0,654.81,149.06,34.75,51.22,625.78
Soybean,27.29,795.02,84.19,147.75,65.63,48.01,287.98
Rice,32.28,768.25,266.21,183.38,2.21,44.85,2970.98
Wheat,28.52,663.91,0.0,88.4,31.58,30.33,2724.28
Wheat,28.95,1317.87,328.9,147.71,48.96,39.43,579.54
Soybean,25.42,533.8,354.81,108.65,49.14,25.69,233.39
Maize,32.05,1031.54,294.13,167.62,67.06,39.11,2079.37
Wheat,27.05,906.88,201.82,160.88,63.96,0.0,506.65
Maize,20.69,1178.46,0.0,128.45,34.29,48.58,3493.36
Soybean,32.02,599.84,356.03,106.42,66.0,37.57,114.72
Soybean,28.49,580.11,518.32,158.44,25.72,33.28,133.62
Rice,22.78,1128.82,211.35,145.88,58.62,44.4,2737.68
Wheat,22.6,927.6,366.01,92.62,76.21,11.33,547.38
Maize,26.48,336.52,64.78,66.89,64.3,78.59,1704.06
Rice,27.32,638.21,368.58,108.46,42.12,37.94,2379.17
Wheat,25.99,915.91,240.99,180.62,33.36,37.08,366.71
Rice,26.56,1051.33,185.64,165.86,9.43,20.69,2806.47
Soybean,33.5,596.23,185.95,75.51,46.21,40.48,433.29
Wheat,30.36,0.0,240.96,73.29,17.7,67.74,1358.62
Rice,25.95,956.97,357.36,170.99,24.14,60.72,3098.34
Rice,29.71,433.9,103.18,74.57,16.19,57.09,1518.84
Maize,19.84,194.8,240.43,140.37,30.79,50.93,2815.89
Rice,26.99,0.0,293.78,95.36,39.44,32.83,1054.91
Wheat,34.05,1044.19,135.14,184.68,45.47,11.0,430.15
Wheat,23.91,838.59,569.5,89.18,27.99,35.98,478.1
Maize,20.76,732.3,171.98,165.73,61.39,35.28,3132.43
Wheat,21.74,1216.71,199.58,127.39,35.84,60.98,472.22
Soybean,19.55,991.2,153.25,130.09,24.25,46.19,121.16
Wheat,21.08,1284.89,569.77,41.19,44.53,72.25,341.0
Wheat,23.15,382.18,382.94,31.88,79.27,63.95,1196.9
Rice,17.97,789.63,159.51,111.18,46.7,30.87,2432.31
Rice,25.08,314.99,465.93,129.88,32.74,4.1,3213.03
Wheat,29.51,731.19,330.1,74.99,9.45,67.71,878.11
Maize,20.46,725.42,338.59,76.45,35.61,67.19,2696.67
Rice,32.6,987.98,248.33,142.46,44.7,12.68,2644.46
Maize,27.55,813.67,187.59,142.51,32.25,70.18,2726.12
Wheat,30.15,987.02,350.66,114.49,6.69,47.64,428.69
Wheat,21.71,1011.03,218.24,151.21,22.99,43.21,315.03
Soybean,29.27,1446.48,572.51,73.03,69.09,72.3,145.35
Rice,19.54,705.41,109.61,105.76,68.68,66.89,2513.03
Wheat,29.45,517.69,530.42,185.92,22.27,53.03,705.55
Soybean,25.86,873.83,283.3,122.73,53.46,49.46,125.43
Rice,27.77,559.32,344.86,125.05,16.43,52.33,2792.67
Wheat,19.12,1244.59,424.97,212.24,68.09,32.0,222.46
Wheat,20.52,715.03,205.46,64.03,44.9,38.9,1574.2
Rice,27.99,630.33,429.64,151.86,58.99,21.95,2872.92
Rice,20.26,658.61,0.0,186.56,5.7,33.34,2051.39
Rice,27.32,1015.53,192.0,107.01,53.55,32.67,2984.87
Wheat,18.16,752.68,161.39,154.39,39.85,27.29,1802.31
Wheat,29.24,607.5,111.97,80.72,57.04,42.73,2169.49
Soybean,18.84,1299.61,267.76,92.53,58.3,33.52,146.13
Maize,27.76,543.15,357.86,135.4,41.32,50.04,3535.35
Rice,28.13,810.67,405.4,151.94,27.98,7.55,2729.1
Wheat,21.52,995.69,336.13,164.84,55.59,37.73,449.38
Wheat,27.91,310.6,200.15,182.79,38.8,42.63,1665.89
Rice,26.3,944.08,355.35,117.3,22.54,33.79,2980.41
Maize,22.31,483.47,318.64,167.74,21.6,36.55,3649.96
Rice,19.96,1046.83,440.41,106.31,10.46,8.3,2487.61
Maize,15.19,511.2,416.54,156.08,29.79,47.13,4554.13
Wheat,26.75,1007.83,304.57,128.3,62.05,52.95,477.46
Maize,17.18,1131.75,165.41,137.83,43.56,49.87,2136.41
Soybean,25.48,1058.43,202.06,136.94,29.4,60.77,134.05
Wheat,23.68,875.39,217.53,55.81,56.1,44.03,522.59
Soybean,28.4,730.61,252.71,75.04,23.35,49.57,111.68
Rice,23.49,627.07,340.21,124.1,41.91,43.12,2963.81
Rice,23.35,1241.31,407.28,52.51,36.41,53.75,1646.21
Rice,28.66,590.15,292.33,153.25,55.58,8.46,3129.03
Maize,26.68,488.88,302.42,154.86,8.46,22.13,3629.29
Wheat,26.58,999.61,321.5,133.09,23.0,71.74,523.6
Rice,27.35,561.16,222.61,75.15,7.24,0.0,1897.91
Rice,17.32,514.98,161.19,175.21,34.81,37.2,2217.7
Wheat,28.78,366.92,36.68,201.49,64.23,63.45,1366.53
Rice,28.06,655.13,195.73,125.88,29.89,38.13,2528.93
Soybean,19.92,775.19,370.97,140.42,29.79,31.9,123.34
Wheat,23.78,872.93,194.56,128.07,57.43,42.59,993.15
Wheat,24.8,1085.39,264.33,141.21,61.37,32.94,432.74
Wheat,24.33,958.07,369.96,115.22,38.23,40.62,547.45
Soybean,26.67,742.74,378.1,118.62,53.69,26.33,126.72
Wheat,32.16,740.54,138.07,156.23,18.46,62.17,1430.57
Soybean,30.41,953.05,449.56,213.82,67.56,68.47,123.33
Wheat,18.44,1181.77,469.1,64.0,82.97,37.33,362.52
Maize,28.11,837.89,130.52,115.85,50.42,12.27,3709.2
Rice,31.64,659.26,176.42,72.78,0.0,29.52,1720.56
Maize,26.93,502.14,478.66,183.68,28.84,36.32,3658.87
Rice,30.45,366.44,277.97,96.49,52.26,50.11,2135.56
Soybean,35.06,999.88,0.0,62.27,31.57,19.84,212.62
Maize,30.12,973.39,90.05,145.53,65.44,24.62,3699.1
Wheat,26.25,973.21,262.59,189.77,51.76,50.21,283.07
Rice,30.23,761.4,125.54,146.54,25.87,58.78,3255.97
Rice,25.72,1222.08,237.99,128.19,40.65,27.57,2946.47
Maize,25.12,654.76,304.86,136.37,22.12,13.34,4109.42
Soybean,23.24,1086.58,519.34,176.59,36.35,105.68,130.49
Maize,32.82,788.38,256.43,85.03,28.91,55.67,2624.32
Soybean,20.91,617.49,460.88,115.53,63.5,34.66,104.59
Soybean,32.66,977.76,514.31,101.89,82.32,57.38,113.24
Rice,27.5,922.89,515.15,73.29,11.38,37.51,2477.96
Maize,18.0,907.09,342.71,106.86,1.54,57.34,2605.97
Maize,26.84,824.38,5.51,164.31,35.1,43.19,3718.76
Soybean,14.5,788.63,369.12,142.66,9.63,41.83,86.18
Maize,28.13,1516.51,457.26,145.77,40.92,37.73,754.99
Wheat,29.43,1155.28,287.84,125.86,54.98,11.05,484.48
Wheat,22.04,1016.85,561.69,140.93,69.88,78.76,472.92
Maize,25.62,833.54,428.98,87.98,44.03,21.17,2079.01
Maize,34.77,1102.15,385.24,107.62,36.14,12.8,956.51
Soybean,22.47,955.4,462.96,127.68,0.43,35.74,131.88
Wheat,19.71,807.86,350.01,131.1,40.52,20.77,517.89
Wheat,32.41,708.93,0.0,132.81,41.43,38.97,1960.04
Rice,34.81,775.72,225.13,114.47,52.78,53.76,2661.8
Soybean,25.02,0.0,479.58,104.9,25.83,59.91,737.01
Rice,30.06,863.18,178.86,246.31,31.3,56.29,1814.16
Wheat,31.71,653.46,266.48,156.27,10.44,33.89,1688.3
Soybean,21.29,1277.8,143.27,136.53,0.0,40.99,124.31
Maize,22.57,805.8,567.59,110.67,17.83,48.16,1728.71
Soybean,31.15,443.31,552.22,101.95,8.59,4.84,91.4
Maize,33.43,785.04,167.42,114.77,46.73,51.41,3273.72
Maize,27.81,486.16,322.09,131.71,29.64,10.85,3700.84
Soybean,20.6,942.02,197.93,44.78,29.24,80.81,333.84
Maize,34.94,887.28,392.24,57.22,20.31,31.91,1390.24
Rice,22.35,1087.35,376.45,94.52,0.0,36.3,2063.03
Wheat,23.32,562.74,421.76,128.29,70.17,24.61,1529.54
Maize,26.71,810.2,349.79,110.43,19.99,27.4,2500.21
Rice,32.77,390.49,740.31,179.12,31.75,85.48,2528.5
Maize,29.27,1010.45,145.81,60.7,10.9,58.81,1662.43
Wheat,27.07,955.66,43.41,89.95,59.44,9.02,1379.01
Rice,27.32,948.74,241.04,180.8,42.87,70.08,3236.83
Wheat,25.22,800.49,64.8,125.24,23.47,63.86,2104.44
Wheat,27.79,924.43,76.13,155.39,32.16,34.38,1347.28
Rice,12.35,1281.3,149.8,202.05,73.56,46.13,2665.91
Rice,23.52,714.47,161.67,92.25,38.54,39.7,2398.68
Rice,26.21,841.59,156.81,116.03,36.37,79.45,2960.66
Soybean,19.24,474.16,377.73,109.1,21.17,24.07,229.57
Rice,26.93,539.52,224.07,41.82,2.11,42.92,1281.07
Rice,23.98,829.34,273.07,107.58,36.8,31.44,2458.18
Rice,33.78,1131.18,434.13,155.24,46.51,11.34,3034.84
Rice,32.87,723.12,185.05,141.62,61.99,83.83,2772.48
Maize,22.67,729.23,260.32,144.76,0.0,16.37,3643.61
Soybean,24.25,677.93,354.86,104.98,17.5,44.4,101.94
Wheat,24.63,639.57,8.76,93.76,28.39,5.19,2607.61
Rice,22.74,888.49,0.0,170.77,39.93,32.02,2917.1
Maize,25.98,350.82,351.92,100.11,37.1,48.44,3349.8
Maize,21.21,1184.28,373.8,131.76,37.57,23.51,682.76
Maize,19.35,600.37,609.63,126.53,48.16,51.74,2483.72
Wheat,28.11,1016.57,323.71,178.47,21.93,34.62,391.82
Rice,28.15,419.0,422.96,158.86,58.68,63.2,2534.38
Soybean,20.98,1000.65,270.68,68.19,48.67,67.24,165.06
Soybean,29.48,1001.58,344.58,72.5,33.6,28.27,94.07
Maize,21.84,915.26,550.09,143.16,72.02,41.53,1124.46
Wheat,26.27,501.67,0.0,117.43,71.13,43.67,2868.68
Wheat,29.1,874.86,362.04,101.79,58.66,52.39,510.16
Wheat,24.83,445.08,620.34,160.63,0.0,40.29,898.21
Soybean,27.27,724.17,342.31,127.5,71.58,43.8,143.82
Maize,22.42,1108.82,547.59,122.1,55.9,35.13,550.38
Rice,24.02,1039.01,205.62,151.19,80.13,42.3,2751.42
Soybean,23.97,804.55,295.19,105.0,64.75,65.96,115.19
Maize,21.27,507.56,305.03,182.74,71.57,52.92,4341.27
Maize,24.12,993.68,0.0,88.48,57.57,54.03,3048.22
Rice,17.26,805.81,124.77,146.28,66.97,54.46,2600.5
Rice,22.54,103.91,135.47,177.35,79.88,36.92,1146.14
Rice,23.58,1034.79,423.31,64.91,44.33,46.38,1873.87
Wheat,23.72,792.73,430.82,106.27,8.56,18.3,553.36
Rice,23.79,1160.74,348.61,165.69,33.85,65.38,2484.33
Maize,24.69,471.42,423.62,166.29,47.8,0.0,3872.58
Rice,27.4,0.0,275.38,113.14,41.5,38.26,1090.09
